loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationSpeedAccuracy,locationCourse,locationCourseAccuracy,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionHeading,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerAverageActivePace,pedometerCurrentPace,pedometerCurrentCadence,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_Timestamp_since1970,IP_en0,IP_pdp_ip0,deviceID,deviceOrientationTimeStamp_since1970,deviceOrientation,batteryTimeStamp_since1970,batteryState,batteryLevel,label
1659870724.475846,34,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870724.458801,-18.9917106628418,-10.40918731689453,-23.11395263671875,242.2130737304688,240.9741821289062,15.39495658874512,36015.160646,-1.0438232421875,0.1338958740234375,-0.5452423095703125,36015.071265,0.4756714701652527,-0.2481842339038849,0.05232605338096619,36015.118371,-29.08534240722656,-99.01918029785156,44.83503723144531,36015.066229,0.03086738135812913,-1.237545104763648,-0.03073143416544065,0.5288149118423462,-0.09499499946832657,0.05001347884535789,0.05122709274291992,-0.2001601904630661,0.01781955361366272,2,-0.003564110789808922,-0.5800913657722387,0.02148141783347327,0.8142602013707601,-0.9445375204086304,0.0307265967130661,-0.3269626200199127,-18.92425537109375,-10.42915344238281,-23.38976287841797,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36011.891656,0,-0.03436279,97.26196,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870724.574443,35,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870724.559751,-18.58178329467773,-10.73291778564453,-23.03697967529297,239.8717041015625,238.6328125,15.39482688903809,36015.260098,-1.041061401367188,0.1370697021484375,-0.3947601318359375,36015.170717,-0.0919317901134491,0.9027218818664551,0.3557591736316681,36015.218419,-27.85694885253906,-98.70574951171875,43.776123046875,36015.166939,-0.003925325809378534,-1.229948257927131,-0.01940986399447452,-0.1761717200279236,0.9850993752479553,0.3005597591400146,-0.07372766733169556,0.110687792301178,-0.2006733417510986,2,-0.009059015446062968,-0.5768935518903423,0.00399603566691531,0.8167593339652089,-0.9422940015792847,0.01940864510834217,-0.3342235386371613,-18.37590408325195,-10.3671875,-23.85043716430664,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36011.891656,0,-0.03436279,97.26196,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870724.675747,36,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870724.66026,-19.71868515014648,-12.27881622314453,-22.14845275878906,235.5083465576172,234.2694549560547,15.39472961425781,36015.359546,-0.785980224609375,0.0084686279296875,-0.3039093017578125,36015.270169,0.5326564311981201,-0.1203871294856071,0.3451933562755585,36015.318474,-29.2645263671875,-99.60885620117188,45.79743957519531,36015.267649,0.05191791459781372,-1.259683514705554,-0.02237024043875082,0.5533860325813293,-0.1731558442115784,0.3204597234725952,-0.0697290301322937,0.1064463406801224,-0.07065215706825256,2,0.006251899138585926,-0.5890162275375256,0.0275601725088542,0.8076268310461047,-0.9517552256584167,0.02236837521195412,-0.3060415983200073,-19.09762573242188,-11.13749694824219,-22.801025390625,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36011.891656,0,-0.03436279,97.26196,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870724.770813,37,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870724.760939,-21.1335334777832,-13.67572784423828,-20.08159637451172,231.7850952148438,230.5462036132812,15.39463329315186,36015.458998,-0.9222412109375,0.0486297607421875,-0.3108062744140625,36015.369617,0.7741721272468567,-0.3891022205352783,0.1938301920890808,36015.418542,-30.46086120605469,-101.5895843505859,47.34535217285156,36015.368359,0.1188656861327223,-1.265566907807372,-0.03861523054652816,0.7836002111434937,-0.3930011987686157,0.194178506731987,0.1656830310821533,-0.03460783883929253,-0.003026276826858521,2,0.01957993727085136,-0.5911621021562961,0.05928607895466897,0.8041325972996919,-0.9530670642852783,0.03860563412308693,-0.3002879917621613,-20.07815551757812,-12.34223937988281,-21.73722839355469,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36011.891656,0,-0.03436279,97.26196,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870724.873142,38,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870724.861675,-20.73120880126953,-14.10482025146484,-19.92144775390625,231.2594146728516,230.0205230712891,15.3946475982666,36015.55845,-0.9041900634765625,0.0583953857421875,-0.3438262939453125,36015.469069,0.2026495188474655,-0.07509315013885498,0.05104827135801315,36015.518611,-30.63902282714844,-102.0540008544922,47.84135437011719,36015.469069,0.1764644952244541,-1.305393224063153,-0.03313429781019978,0.2139112800359726,-0.07890888303518295,0.04722096771001816,0.02868145704269409,0.02746441587805748,-0.05016264319419861,2,0.04039938167645557,-0.6060451734564115,0.08001764343755144,0.7903633090841293,-0.9644570350646973,0.03312823548913002,-0.2621542811393738,-21.23233032226562,-14.03848266601562,-19.93606948852539,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36012.894174,0,0.02114868,97.26131,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870724.972283,39,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870724.962462,-20.23580169677734,-13.84352111816406,-20.20378494262695,230.3107147216797,229.0718231201172,15.39462375640869,36015.657903,-0.884674072265625,-0.0764007568359375,-0.2945709228515625,36015.568521,0.025161013007164,0.1571174412965775,0.04976169764995575,36015.618667,-29.95576477050781,-102.1568908691406,47.51437377929688,36015.569779,0.183931590911764,-1.290373736463049,-0.02972250041804332,0.03346258029341698,0.1557691246271133,0.04813440144062042,0.05665981769561768,0.01492908596992493,-0.06296014785766602,2,0.04339606310581817,-0.5998308282728099,0.0822665616236232,0.7947024490780621,-0.9605141282081604,0.02971812523901463,-0.2766395211219788,-20.71281433105469,-14.06594085693359,-19.99617385864258,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36012.894174,0,0.02114868,97.26131,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870725.071879,40,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870725.063073,-19.65520095825195,-13.89209747314453,-20.36909866333008,230.1231842041016,228.8842926025391,15.39465045928955,36015.757351,-0.8350067138671875,-0.1155853271484375,-0.2946319580078125,36015.667973,0.151340514421463,0.10493253916502,0.1663873791694641,36015.71873,-29.71864318847656,-102.0486907958984,47.84124755859375,36015.670489,0.1958998865942266,-1.270968601445299,-0.0428686713363165,0.1611410975456238,0.08926334977149963,0.1575006395578384,0.06690597534179688,-0.1269161999225616,0.01143860816955566,2,0.04086760815118962,-0.5922733291835915,0.09134527900261555,0.7994987416370074,-0.9545096755027771,0.04285554215312004,-0.2950842976570129,-20.20880508422852,-13.67241668701172,-20.48360061645508,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36012.894174,0,0.02114868,97.26131,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870725.168879,41,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870725.164057,-18.83265686035156,-12.46102905273438,-21.70518493652344,234.6184234619141,233.3795318603516,15.39468288421631,36015.856803,-1.098068237304688,0.080596923828125,-0.60577392578125,36015.767422,-0.09393475204706192,0.09548550844192505,-0.05573756247758865,36015.818787,-29.12210083007812,-101.3237915039062,46.83598327636719,36015.7712,0.1955734735281124,-1.262580047593847,-0.03629919552336631,-0.1014259904623032,0.02604230120778084,-0.02871022559702396,0.06435483694076538,-0.2242947816848755,-0.02572837471961975,2,0.04303024243783979,-0.5887007802269246,0.08946115712282723,0.8022320759884105,-0.9522483944892883,0.0362912230193615,-0.3031595647335052,-19.64123916625977,-13.74752807617188,-20.49752044677734,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36012.894174,0,0.02114868,97.26131,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870725.273917,42,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870725.26468,-17.54304885864258,-13.5802001953125,-21.70166778564453,233.1957550048828,231.9568634033203,15.39454650878906,36015.95625575,-1.054458618164062,0.0364227294921875,-0.2014312744140625,36015.86687475001,-0.1201679557561874,0.7395033836364746,0.1349572837352753,36015.91884875,-27.27302551269531,-100.8597259521484,45.67872619628906,36015.87191075,0.1201009871072534,-1.247694988252811,-0.03027536494772923,0.09968645125627518,0.745503306388855,0.2201807647943497,-0.1456698179244995,0.07916530966758728,-0.1754954755306244,2,0.02279045284369638,-0.5837798294726938,0.05753091731639129,0.8095503487626223,-0.9478206634521484,0.03027074038982391,-0.3173634111881256,-18.32410049438477,-12.08172607421875,-22.34333419799805,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36012.894174,0,0.02114868,97.26131,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
1659870725.370201,43,1659870722.567154,28.62001662610188,77.37100079368427,206.2729,-1,-1,-1,-1,20.6275691986084,35,-9999,1659870725.36572,-16.02119445800781,-13.76567077636719,-22.49227523803711,235.6283264160156,234.3894348144531,15.39452934265137,36016.05570775001,-0.8235015869140625,0.071868896484375,-0.2766876220703125,36015.96632675,0.2302678227424622,0.1272266656160355,-0.4348244369029999,36016.01891175,-26.103515625,-102.2231750488281,45.79081726074219,36015.97262075,0.1727238866814358,-1.237676859021561,0.008061837719726505,0.1229727566242218,0.2239742875099182,-0.4356168806552887,-0.06492185592651367,0.06792199611663818,0.1391612887382507,2,0.0533061518106292,-0.5776395864104189,0.06792881056267563,0.8117120400804332,-0.9449960589408875,-0.008061750791966915,-0.3269819319248199,-17.46815872192383,-13.90909576416016,-21.44696426391602,-1,2,36012.3601285,1,2,1659870721.672624,0,0,0,0,0,0,0,0,0,36012.894174,0,0.02114868,97.26131,1659870721.14605,0,172480399,0,0,1,1659870721.123361,1,0.27,0
