-0.986953735,-0.012802124,-0.165863037
-0.989074707,-0.01133728,-0.140365601
-0.988601685,-0.010482788,-0.180541992
-0.994338989,-0.01234436,-0.10256958
-0.997085571,-0.0103302,-0.067596436
-0.999969482,-0.010696411,-0.058120728
-0.99887085,-0.010101318,-0.053207397
-0.998397827,-0.008911133,-0.05039978
-0.99369812,-0.011352539,-0.127349854
-0.996780396,-0.010757446,-0.091674805
-0.994308472,-0.019546509,-0.106369019
-0.996353149,-0.021331787,-0.109466553
-0.997268677,-0.018554688,-0.107788086
-0.995498657,-0.016830444,-0.084335327
-0.992767334,-0.011535645,-0.100341797
-0.995269775,-0.017959595,-0.106826782
-0.99937439,-0.00970459,-0.050567627
-0.999450684,-0.012130737,-0.058486938
-0.997924805,-0.000961304,-0.054367065
-1.000869751,0.004989624,-0.043106079
-0.994934082,0.006195068,-0.070800781
-0.9949646,0.00440979,-0.066207886
-0.999206543,-0.00038147,-0.042816162
-1.002441406,-0.002929688,-0.052734375
-0.997909546,0.000976563,-0.079315186
-0.998809814,-0.010955811,-0.049987793
-1.000335693,-0.00402832,-0.026504517
-1.001480103,-0.006332397,-0.041275024
-0.996734619,0.001968384,-0.034591675
-0.999771118,-0.005310059,-0.005401611
-0.999801636,0.001556396,-0.040161133
-0.999862671,-0.005584717,-0.040084839
-1.000640869,-0.009307861,-0.0050354
-0.999679565,-0.010925293,0.027359009
-1.002380371,0.004089355,0.074661255
-1.000213623,0.012695313,0.046722412
-1.000656128,0.002624512,0.012969971
-1.000671387,-0.00769043,-0.040481567
-0.999038696,0.001480103,-0.067687988
-1.000183105,-0.005935669,-0.040756226
-0.999862671,0.003814697,-0.042205811
-1.000076294,0.00769043,-0.043182373
-1.000457764,-0.002029419,0.010574341
-1.00062561,0.018386841,-0.028305054
-1.00227356,0.005783081,-0.008911133
-0.99961853,0.005249023,-0.029083252
-1.000213623,0.012023926,-0.065689087
-1.001602173,-0.000762939,0.065338135
-0.998825073,0.007324219,-0.005767822
-0.999206543,0.012573242,-0.049423218
-1.001266479,0.012329102,-0.034362793
-0.999481201,0.006881714,-0.030090332
-1.000595093,0.015335083,-0.002807617
-0.999954224,0.024169922,-0.031219482
-0.998016357,0.005004883,-0.063583374
-0.999343872,-0.001068115,-0.065338135
-0.999542236,0.0025177,-0.028640747
-1.001449585,0.000946045,0.006973267
-0.999984741,-0.005508423,-0.016220093
-0.999328613,0.003936768,-0.024902344
-1.00112915,0.005661011,-0.015655518
-0.998962402,0.012756348,-0.066589355
-0.999099731,0.009658813,-0.023483276
-0.997909546,-0.004150391,0.021759033
-1.000030518,0.001846313,0.070800781
-0.998855591,0.00189209,0.052688599
-0.998580933,-0.002120972,0.034683228
-0.999572754,-0.00062561,0.047866821
-0.998306274,-0.002716064,0.03855896
-0.996780396,-3.05E-05,0.087631226
-0.998397827,0.007659912,0.097000122
-0.998001099,0.002960205,0.09147644
-0.997512817,-0.002960205,0.04385376
-0.999633789,-0.00038147,-0.033935547
-1.002059937,0.005233765,0.050674438
-1.000228882,-0.000610352,0.023391724
-1.000030518,0.006011963,0.006103516
-1.001144409,0.004974365,-0.007171631
-1.002258301,0.004379272,0.056793213
-1.002929688,0.00112915,-0.005401611
-1.001495361,0.002975464,-0.007141113
-0.999145508,-0.00592041,-0.000991821
-0.99798584,-0.001998901,0.034591675
-0.997146606,0.01121521,0.081695557
-0.998291016,0.007888794,0.04019165
-1.000305176,-0.006408691,0.01852417
-0.996490479,0,0.057479858
-0.999862671,0.01763916,0.090789795
-0.998504639,0.007354736,0.088943481
-0.997772217,0.004776001,0.062240601
-0.991531372,-0.008178711,0.010238647
-0.977523804,0.046112061,0.215713501
-0.999954224,-0.007995605,0.007766724
-1.017791748,-0.005081177,0.030059814
-0.999740601,0.008926392,0.03729248
-0.997238159,0.002746582,0.081558228
-0.999893188,0.020797729,0.080749512
-0.998641968,0.009567261,0.072723389
-0.998626709,0.002044678,0.078613281
-0.998825073,0.022674561,-0.019180298
-0.992538452,0.036132813,0.039245605
-0.999435425,0.029815674,0.07649231
-1.004562378,0.006561279,-0.006332397
-0.996810913,0.038101196,0.163787842
-0.998214722,0.009231567,0.075241089
-1.000228882,0.009674072,0.051635742
-0.996505737,0.029846191,0.060211182
-1.000061035,-0.006454468,-0.029327393
-0.999511719,-0.002609253,-0.021011353
-1.000061035,0.02041626,0.053146362
-0.99949646,0.006118774,0.090805054
-0.99798584,0.000320435,0.040939331
-0.997619629,0.00378418,0.073623657
-1.00012207,0.010665894,0.110855103
-0.998657227,0.003356934,0.027404785
-1.000518799,-0.005981445,-0.009078979
-0.999481201,0.008621216,0.037414551
-1.00100708,0.004898071,-0.002792358
-0.999771118,7.63E-05,-0.004470825
-1.001861572,0.003555298,0.020355225
-1.002944946,-0.00038147,0.045120239
-1.000793457,0.004486084,0.040863037
-1.000442505,0.008468628,0.044067383
-1.000091553,0.007461548,0.031204224
-0.997528076,0.001037598,0.001998901
-1.00062561,0.006072998,0.051330566
-0.999069214,0.019577026,0.026733398
-1.000900269,0.014160156,0.005874634
-0.999755859,0.01574707,0.026153564
-1.000961304,0.010421753,-0.011383057
-1.000030518,0.000198364,0.01864624
-1.000396729,-0.0052948,0.032348633
-1.003463745,0.017242432,0.01423645
-0.999191284,0.006332397,0.056289673
-1.001953125,0.016921997,0.050628662
-1.002578735,0.00881958,0.068557739
-0.998809814,0.002532959,0.040481567
-0.999084473,0.020599365,0.035095215
-1.000488281,0.028274536,0.039535522
-1.001907349,0.019042969,0.040664673
-1.000061035,0.009262085,0.050186157
-1.000366211,0.024108887,0.067459106
-1.000396729,0.007919312,0.038467407
-0.999557495,0.006576538,0.043792725
-0.998825073,0.001693726,0.042938232
-0.998733521,0.003509521,0.038070679
-0.999740601,0.005126953,0.060455322
-0.997421265,0.001464844,0.049758911
-0.999862671,0.004760742,0.053359985
-0.998901367,0.000991821,0.030456543
-0.997665405,0.009475708,0.045349121
-0.999176025,0.002716064,0.046615601
-1.000518799,0.011856079,0.052841187
-0.999206543,0.007202148,0.047302246
-1.000473022,0.006896973,0.039199829
-0.999008179,0.000839233,0.033691406
-0.998138428,0.004623413,0.037841797
-1.002227783,0.009719849,0.048141479
-1.001068115,0.004882813,0.042602539
